datetime,hour,day_of_week,month,is_weekend,is_business_hours,peak_hours_flag,temperature_c,humidity_pct,occupancy_estimate,energy_consumption_kwh
2024-01-04 04:00:00,4,3,1,0,0,0,6.8,73.9,10.3,57.98
2024-01-04 05:00:00,5,3,1,0,0,0,7.1,73.1,4.6,46.07
2024-01-04 06:00:00,6,3,1,0,0,0,9.2,69.4,11.1,57.24
2024-01-04 07:00:00,7,3,1,0,0,0,7.0,66.0,8.6,57.33
2024-01-04 08:00:00,8,3,1,0,1,0,11.9,71.1,73.5,103.91
2024-01-04 09:00:00,9,3,1,0,1,0,14.6,72.4,49.4,83.29
2024-01-04 10:00:00,10,3,1,0,1,1,18.2,65.9,94.9,132.11
2024-01-04 11:00:00,11,3,1,0,1,1,15.9,63.0,89.7,123.69
2024-01-04 12:00:00,12,3,1,0,1,1,16.4,66.2,88.5,132.61
2024-01-04 13:00:00,13,3,1,0,1,1,17.6,59.7,67.7,112.88
2024-01-04 14:00:00,14,3,1,0,1,1,20.4,67.5,75.4,112.92
2024-01-04 15:00:00,15,3,1,0,1,1,19.1,64.5,91.0,133.95
2024-01-04 16:00:00,16,3,1,0,1,1,16.9,58.6,85.9,123.35
2024-01-04 17:00:00,17,3,1,0,1,0,17.8,63.8,26.8,70.11
2024-01-04 18:00:00,18,3,1,0,1,0,15.7,68.4,25.4,65.47
2024-01-04 19:00:00,19,3,1,0,0,0,15.7,65.2,26.0,62.9
2024-01-04 20:00:00,20,3,1,0,0,0,11.0,68.7,8.9,50.23
2024-01-04 21:00:00,21,3,1,0,0,0,10.0,65.6,8.9,54.1
2024-01-04 22:00:00,22,3,1,0,0,0,8.3,74.0,8.0,58.45
2024-01-04 23:00:00,23,3,1,0,0,0,5.0,71.4,6.5,62.13
2024-01-05 00:00:00,0,4,1,0,0,0,7.1,63.9,8.3,58.11
2024-01-05 01:00:00,1,4,1,0,0,0,6.4,71.5,8.1,54.24
2024-01-05 02:00:00,2,4,1,0,0,0,5.7,77.4,4.2,52.5
2024-01-05 03:00:00,3,4,1,0,0,0,5.5,72.1,6.3,54.4
2024-01-05 04:00:00,4,4,1,0,0,0,4.0,81.7,4.4,54.96
2024-01-05 05:00:00,5,4,1,0,0,0,6.9,74.4,11.2,63.94
2024-01-05 06:00:00,6,4,1,0,0,0,8.3,73.0,9.8,62.35
2024-01-05 07:00:00,7,4,1,0,0,0,9.1,70.6,12.0,59.26
2024-01-05 08:00:00,8,4,1,0,1,0,11.9,68.9,54.1,90.48
2024-01-05 09:00:00,9,4,1,0,1,0,14.6,66.2,71.4,97.3
2024-01-05 10:00:00,10,4,1,0,1,1,18.9,63.1,89.0,124.82
2024-01-05 11:00:00,11,4,1,0,1,1,17.1,67.7,86.8,127.92
2024-01-05 12:00:00,12,4,1,0,1,1,18.3,60.9,83.3,114.79
2024-01-05 13:00:00,13,4,1,0,1,1,18.4,60.3,71.1,107.17
2024-01-05 14:00:00,14,4,1,0,1,1,15.3,62.3,90.4,140.08
2024-01-05 15:00:00,15,4,1,0,1,1,18.4,72.8,79.0,120.07
2024-01-05 16:00:00,16,4,1,0,1,1,17.9,67.1,78.0,118.84
2024-01-05 17:00:00,17,4,1,0,1,0,21.2,63.9,38.9,78.19
2024-01-05 18:00:00,18,4,1,0,1,0,15.1,62.7,44.5,82.51
2024-01-05 19:00:00,19,4,1,0,0,0,14.4,69.9,40.0,73.02
2024-01-05 20:00:00,20,4,1,0,0,0,12.1,68.6,6.3,52.23
2024-01-05 21:00:00,21,4,1,0,0,0,8.4,72.5,7.4,59.38
2024-01-05 22:00:00,22,4,1,0,0,0,11.0,65.9,7.1,52.46
2024-01-05 23:00:00,23,4,1,0,0,0,9.0,71.8,10.8,59.83
2024-01-06 00:00:00,0,5,1,1,0,0,8.0,70.2,6.9,60.94
2024-01-06 01:00:00,1,5,1,1,0,0,4.3,71.4,5.9,49.7
2024-01-06 02:00:00,2,5,1,1,0,0,8.2,74.7,4.4,53.23
2024-01-06 03:00:00,3,5,1,1,0,0,3.4,69.0,7.7,60.13
2024-01-06 04:00:00,4,5,1,1,0,0,7.6,74.4,6.3,50.37
2024-01-06 05:00:00,5,5,1,1,0,0,11.5,72.2,7.9,53.73
2024-01-06 06:00:00,6,5,1,1,0,0,7.1,69.0,5.9,59.37
2024-01-06 07:00:00,7,5,1,1,0,0,9.5,67.6,7.1,53.55
2024-01-06 08:00:00,8,5,1,1,0,0,12.3,68.0,7.1,49.68
2024-01-06 09:00:00,9,5,1,1,0,0,12.9,69.6,4.7,55.98
2024-01-06 10:00:00,10,5,1,1,0,0,12.6,68.1,21.6,66.49
2024-01-06 11:00:00,11,5,1,1,0,0,16.9,67.4,10.3,55.2
2024-01-06 12:00:00,12,5,1,1,0,0,15.9,73.4,19.2,61.51
2024-01-06 13:00:00,13,5,1,1,0,0,19.3,62.0,21.6,66.84
2024-01-06 14:00:00,14,5,1,1,0,0,17.0,58.7,14.1,59.09
2024-01-06 15:00:00,15,5,1,1,0,0,21.2,66.0,17.8,62.88
2024-01-06 16:00:00,16,5,1,1,0,0,16.4,72.8,16.7,57.81
2024-01-06 17:00:00,17,5,1,1,0,0,16.2,67.7,19.1,55.62
2024-01-06 18:00:00,18,5,1,1,0,0,16.9,61.3,20.4,64.68
2024-01-06 19:00:00,19,5,1,1,0,0,11.6,68.9,6.0,57.47
2024-01-06 20:00:00,20,5,1,1,0,0,12.6,64.2,7.1,53.57
2024-01-06 21:00:00,21,5,1,1,0,0,12.8,71.1,4.6,55.18
2024-01-06 22:00:00,22,5,1,1,0,0,6.0,67.9,4.1,54.02
2024-01-06 23:00:00,23,5,1,1,0,0,7.9,70.8,5.2,54.8
2024-01-07 00:00:00,0,6,1,1,0,0,7.0,68.6,6.4,62.08
2024-01-07 01:00:00,1,6,1,1,0,0,7.3,72.9,3.9,53.4
2024-01-07 02:00:00,2,6,1,1,0,0,3.4,73.7,6.4,57.09
2024-01-07 03:00:00,3,6,1,1,0,0,3.5,75.8,5.0,51.01
2024-01-07 04:00:00,4,6,1,1,0,0,7.4,72.4,7.0,58.96
2024-01-07 05:00:00,5,6,1,1,0,0,8.1,67.9,3.2,51.15
2024-01-07 06:00:00,6,6,1,1,0,0,9.3,73.5,6.3,55.75
2024-01-07 07:00:00,7,6,1,1,0,0,11.1,69.5,6.2,53.33
2024-01-07 08:00:00,8,6,1,1,0,0,10.9,65.9,7.7,54.15
2024-01-07 09:00:00,9,6,1,1,0,0,14.2,76.5,6.6,52.76
2024-01-07 10:00:00,10,6,1,1,0,0,15.9,68.3,19.6,61.98
2024-01-07 11:00:00,11,6,1,1,0,0,15.4,66.1,20.9,66.81
2024-01-07 12:00:00,12,6,1,1,0,0,21.1,68.4,18.1,65.9
2024-01-07 13:00:00,13,6,1,1,0,0,19.3,71.4,13.5,59.8
2024-01-07 14:00:00,14,6,1,1,0,0,16.5,65.4,20.4,66.76
2024-01-07 15:00:00,15,6,1,1,0,0,19.6,65.2,19.0,64.41
2024-01-07 16:00:00,16,6,1,1,0,0,16.0,62.3,15.1,60.45
2024-01-07 17:00:00,17,6,1,1,0,0,18.1,64.2,18.5,65.98
2024-01-07 18:00:00,18,6,1,1,0,0,17.5,64.5,20.4,58.5
2024-01-07 19:00:00,19,6,1,1,0,0,12.3,69.6,7.9,52.84
2024-01-07 20:00:00,20,6,1,1,0,0,13.9,69.1,7.8,51.54
2024-01-07 21:00:00,21,6,1,1,0,0,11.2,71.9,4.6,52.11
2024-01-07 22:00:00,22,6,1,1,0,0,10.4,71.2,5.1,56.03
2024-01-07 23:00:00,23,6,1,1,0,0,11.0,65.0,3.5,48.77
2024-01-08 00:00:00,0,0,1,0,0,0,6.0,69.5,6.0,58.24
2024-01-08 01:00:00,1,0,1,0,0,0,4.5,72.2,11.1,59.67
2024-01-08 02:00:00,2,0,1,0,0,0,4.0,73.6,6.9,57.22
2024-01-08 03:00:00,3,0,1,0,0,0,4.4,78.6,9.0,60.51
2024-01-08 04:00:00,4,0,1,0,0,0,6.3,68.4,9.3,64.52
2024-01-08 05:00:00,5,0,1,0,0,0,8.1,70.4,10.3,56.73
2024-01-08 06:00:00,6,0,1,0,0,0,9.3,74.8,5.5,54.4
2024-01-08 07:00:00,7,0,1,0,0,0,11.9,68.0,6.4,50.65
2024-01-08 08:00:00,8,0,1,0,1,0,12.1,70.9,58.5,90.69
2024-01-08 09:00:00,9,0,1,0,1,0,16.4,65.5,55.9,84.77
2024-01-08 10:00:00,10,0,1,0,1,1,14.9,68.1,94.7,128.02
2024-01-08 11:00:00,11,0,1,0,1,1,21.6,61.5,92.5,127.18
2024-01-08 12:00:00,12,0,1,0,1,1,18.9,66.9,87.2,127.58
2024-01-08 13:00:00,13,0,1,0,1,1,16.8,59.6,73.2,112.35
2024-01-08 14:00:00,14,0,1,0,1,1,16.7,64.4,80.9,119.24
2024-01-08 15:00:00,15,0,1,0,1,1,19.2,65.2,88.4,132.6
2024-01-08 16:00:00,16,0,1,0,1,1,17.3,67.5,78.8,121.94
2024-01-08 17:00:00,17,0,1,0,1,0,18.0,70.9,40.4,73.12
2024-01-08 18:00:00,18,0,1,0,1,0,16.2,64.6,34.1,73.04
2024-01-08 19:00:00,19,0,1,0,0,0,13.7,73.8,27.1,69.0
2024-01-08 20:00:00,20,0,1,0,0,0,10.6,67.4,6.2,54.9
2024-01-08 21:00:00,21,0,1,0,0,0,7.7,77.4,7.2,58.05
2024-01-08 22:00:00,22,0,1,0,0,0,8.0,75.2,10.0,61.05
2024-01-08 23:00:00,23,0,1,0,0,0,9.0,67.5,4.6,50.59
2024-01-09 00:00:00,0,1,1,0,0,0,6.8,74.0,9.3,58.19
2024-01-09 01:00:00,1,1,1,0,0,0,3.6,74.8,9.7,62.51
2024-01-09 02:00:00,2,1,1,0,0,0,5.9,75.9,9.2,58.41
2024-01-09 03:00:00,3,1,1,0,0,0,6.5,72.1,10.1,62.75
2024-01-09 04:00:00,4,1,1,0,0,0,4.9,72.8,5.4,56.95
2024-01-09 05:00:00,5,1,1,0,0,0,7.8,77.5,8.7,51.65
2024-01-09 06:00:00,6,1,1,0,0,0,8.9,70.9,11.5,62.22
2024-01-09 07:00:00,7,1,1,0,0,0,8.3,75.0,8.9,57.43
2024-01-09 08:00:00,8,1,1,0,1,0,12.7,67.7,63.3,90.31
2024-01-09 09:00:00,9,1,1,0,1,0,14.8,73.8,67.1,95.72
2024-01-09 10:00:00,10,1,1,0,1,1,17.3,62.7,85.0,116.98
2024-01-09 11:00:00,11,1,1,0,1,1,18.6,62.0,90.5,127.34
2024-01-09 12:00:00,12,1,1,0,1,1,15.2,73.0,93.7,130.4
2024-01-09 13:00:00,13,1,1,0,1,1,16.7,64.0,60.2,100.28
2024-01-09 14:00:00,14,1,1,0,1,1,19.5,70.3,89.8,135.51
2024-01-09 15:00:00,15,1,1,0,1,1,19.3,67.6,78.7,123.07
2024-01-09 16:00:00,16,1,1,0,1,1,18.6,63.9,82.8,121.28
2024-01-09 17:00:00,17,1,1,0,1,0,23.6,53.7,42.0,74.25
2024-01-09 18:00:00,18,1,1,0,1,0,16.4,65.9,41.5,75.18
2024-01-09 19:00:00,19,1,1,0,0,0,15.8,66.8,42.8,76.07
2024-01-09 20:00:00,20,1,1,0,0,0,13.8,72.5,11.5,59.31
2024-01-09 21:00:00,21,1,1,0,0,0,11.6,75.7,7.6,49.77
2024-01-09 22:00:00,22,1,1,0,0,0,8.3,69.0,9.3,57.97
2024-01-09 23:00:00,23,1,1,0,0,0,8.8,74.5,7.1,55.35
2024-01-10 00:00:00,0,2,1,0,0,0,5.0,77.1,6.8,61.08
2024-01-10 01:00:00,1,2,1,0,0,0,5.3,78.1,7.5,58.93
2024-01-10 02:00:00,2,2,1,0,0,0,4.7,76.2,9.9,62.17
2024-01-10 03:00:00,3,2,1,0,0,0,5.9,65.6,8.0,56.61
2024-01-10 04:00:00,4,2,1,0,0,0,10.6,69.5,10.5,53.92
2024-01-10 05:00:00,5,2,1,0,0,0,4.1,70.0,10.0,59.8
2024-01-10 06:00:00,6,2,1,0,0,0,10.0,69.7,4.2,55.82
2024-01-10 07:00:00,7,2,1,0,0,0,7.5,76.2,9.0,60.77
2024-01-10 08:00:00,8,2,1,0,1,0,11.2,70.9,58.1,92.21
2024-01-10 09:00:00,9,2,1,0,1,0,15.7,71.1,58.7,87.51
2024-01-10 10:00:00,10,2,1,0,1,1,15.4,68.1,92.3,123.36
2024-01-10 11:00:00,11,2,1,0,1,1,14.7,62.0,88.2,125.25
2024-01-10 12:00:00,12,2,1,0,1,1,16.4,55.9,93.3,127.25
2024-01-10 13:00:00,13,2,1,0,1,1,19.6,64.4,70.7,117.61
2024-01-10 14:00:00,14,2,1,0,1,1,17.2,64.6,84.4,122.53
2024-01-10 15:00:00,15,2,1,0,1,1,18.7,60.5,87.8,132.02
2024-01-10 16:00:00,16,2,1,0,1,1,17.8,58.2,75.7,118.43
2024-01-10 17:00:00,17,2,1,0,1,0,15.5,63.7,25.5,66.49
2024-01-10 18:00:00,18,2,1,0,1,0,19.2,63.3,26.7,67.67
2024-01-10 19:00:00,19,2,1,0,0,0,14.9,69.7,33.8,71.96
2024-01-10 20:00:00,20,2,1,0,0,0,8.4,72.4,5.9,55.33
2024-01-10 21:00:00,21,2,1,0,0,0,10.7,76.4,11.9,59.28
2024-01-10 22:00:00,22,2,1,0,0,0,7.6,68.0,8.3,59.23
2024-01-10 23:00:00,23,2,1,0,0,0,9.0,74.7,9.3,61.5
2024-01-11 00:00:00,0,3,1,0,0,0,5.0,74.2,6.2,50.02
2024-01-11 01:00:00,1,3,1,0,0,0,5.5,76.4,6.6,60.92
2024-01-11 02:00:00,2,3,1,0,0,0,6.4,71.3,6.7,51.53
2024-01-11 03:00:00,3,3,1,0,0,0,7.3,76.7,9.6,59.86
2024-01-11 04:00:00,4,3,1,0,0,0,4.2,75.7,7.8,66.52
2024-01-11 05:00:00,5,3,1,0,0,0,6.8,70.0,8.1,57.79
2024-01-11 06:00:00,6,3,1,0,0,0,7.9,71.9,8.7,58.43
2024-01-11 07:00:00,7,3,1,0,0,0,9.2,70.1,10.2,57.37
2024-01-11 08:00:00,8,3,1,0,1,0,15.2,68.8,47.7,84.48
2024-01-11 09:00:00,9,3,1,0,1,0,14.4,62.7,68.3,98.99
2024-01-11 10:00:00,10,3,1,0,1,1,13.0,68.3,88.4,123.42
2024-01-11 11:00:00,11,3,1,0,1,1,18.3,66.3,90.0,125.59
2024-01-11 12:00:00,12,3,1,0,1,1,21.5,62.6,84.9,121.73
2024-01-11 13:00:00,13,3,1,0,1,1,20.2,68.7,66.1,115.43
2024-01-11 14:00:00,14,3,1,0,1,1,15.8,69.5,78.9,115.68
2024-01-11 15:00:00,15,3,1,0,1,1,17.4,65.3,91.6,125.64
2024-01-11 16:00:00,16,3,1,0,1,1,19.9,64.4,83.4,116.67
2024-01-11 17:00:00,17,3,1,0,1,0,15.4,67.9,44.9,79.64
2024-01-11 18:00:00,18,3,1,0,1,0,16.1,67.8,34.8,73.08
2024-01-11 19:00:00,19,3,1,0,0,0,15.1,59.6,29.4,69.42
2024-01-11 20:00:00,20,3,1,0,0,0,10.4,69.0,8.1,57.01
2024-01-11 21:00:00,21,3,1,0,0,0,10.2,64.4,4.3,52.76
2024-01-11 22:00:00,22,3,1,0,0,0,2.9,80.6,11.2,59.96
2024-01-11 23:00:00,23,3,1,0,0,0,5.6,73.3,10.5,60.74
2024-01-12 00:00:00,0,4,1,0,0,0,5.9,72.6,9.8,59.18
2024-01-12 01:00:00,1,4,1,0,0,0,3.5,78.6,8.9,63.52
2024-01-12 02:00:00,2,4,1,0,0,0,8.5,73.2,8.6,61.15
2024-01-12 03:00:00,3,4,1,0,0,0,3.2,70.7,12.0,58.59
2024-01-12 04:00:00,4,4,1,0,0,0,5.6,73.3,6.2,58.96
2024-01-12 05:00:00,5,4,1,0,0,0,7.7,70.8,10.2,61.76
2024-01-12 06:00:00,6,4,1,0,0,0,11.4,62.5,8.7,51.78
2024-01-12 07:00:00,7,4,1,0,0,0,7.8,69.3,11.8,62.21
2024-01-12 08:00:00,8,4,1,0,1,0,14.1,66.9,69.8,102.12
2024-01-12 09:00:00,9,4,1,0,1,0,13.7,67.5,75.0,100.46
2024-01-12 10:00:00,10,4,1,0,1,1,13.5,62.1,88.8,131.14
2024-01-12 11:00:00,11,4,1,0,1,1,17.4,69.9,83.1,129.95
2024-01-12 12:00:00,12,4,1,0,1,1,18.0,64.5,87.6,131.26
2024-01-12 13:00:00,13,4,1,0,1,1,17.2,65.6,70.7,115.38
2024-01-12 14:00:00,14,4,1,0,1,1,18.6,66.1,88.2,130.28
2024-01-12 15:00:00,15,4,1,0,1,1,17.6,62.0,75.0,106.66
2024-01-12 16:00:00,16,4,1,0,1,1,17.9,66.8,83.6,124.45
2024-01-12 17:00:00,17,4,1,0,1,0,17.8,63.6,29.7,71.14
2024-01-12 18:00:00,18,4,1,0,1,0,18.1,61.2,42.5,76.61
2024-01-12 19:00:00,19,4,1,0,0,0,11.5,71.7,28.1,73.43
2024-01-12 20:00:00,20,4,1,0,0,0,15.9,72.3,9.3,51.34
2024-01-12 21:00:00,21,4,1,0,0,0,6.8,75.6,6.1,56.69
2024-01-12 22:00:00,22,4,1,0,0,0,8.5,75.2,6.9,56.9
2024-01-12 23:00:00,23,4,1,0,0,0,8.5,69.5,11.5,60.5
2024-01-13 00:00:00,0,5,1,1,0,0,6.9,66.3,4.2,52.07
2024-01-13 01:00:00,1,5,1,1,0,0,4.6,80.2,3.5,53.66
2024-01-13 02:00:00,2,5,1,1,0,0,5.1,82.1,3.3,55.26
2024-01-13 03:00:00,3,5,1,1,0,0,4.8,80.3,5.5,54.47
2024-01-13 04:00:00,4,5,1,1,0,0,5.3,72.4,6.2,58.0
2024-01-13 05:00:00,5,5,1,1,0,0,8.9,66.7,4.6,52.18
2024-01-13 06:00:00,6,5,1,1,0,0,9.4,66.7,6.5,58.59
2024-01-13 07:00:00,7,5,1,1,0,0,9.1,64.4,3.3,58.05
2024-01-13 08:00:00,8,5,1,1,0,0,13.6,67.6,7.3,52.99
2024-01-13 09:00:00,9,5,1,1,0,0,14.2,74.0,7.1,56.45
2024-01-13 10:00:00,10,5,1,1,0,0,16.7,65.2,21.8,63.02
2024-01-13 11:00:00,11,5,1,1,0,0,17.7,66.3,21.2,60.27
2024-01-13 12:00:00,12,5,1,1,0,0,16.1,71.7,14.3,56.93
2024-01-13 13:00:00,13,5,1,1,0,0,17.3,63.8,14.8,58.93
2024-01-13 14:00:00,14,5,1,1,0,0,19.9,71.7,19.0,55.96
2024-01-13 15:00:00,15,5,1,1,0,0,19.4,71.9,11.6,58.35
2024-01-13 16:00:00,16,5,1,1,0,0,17.6,64.7,13.8,58.21
2024-01-13 17:00:00,17,5,1,1,0,0,16.8,63.4,11.4,59.41
2024-01-13 18:00:00,18,5,1,1,0,0,17.6,68.0,15.5,61.11
2024-01-13 19:00:00,19,5,1,1,0,0,12.6,67.3,5.8,53.7
2024-01-13 20:00:00,20,5,1,1,0,0,13.0,63.8,4.1,50.73
2024-01-13 21:00:00,21,5,1,1,0,0,10.0,75.6,3.1,57.36
2024-01-13 22:00:00,22,5,1,1,0,0,8.4,76.5,6.6,62.89
2024-01-13 23:00:00,23,5,1,1,0,0,9.4,71.5,3.1,51.67
2024-01-14 00:00:00,0,6,1,1,0,0,7.9,66.9,7.9,60.56
2024-01-14 01:00:00,1,6,1,1,0,0,7.2,67.5,4.1,52.28
2024-01-14 02:00:00,2,6,1,1,0,0,7.9,72.4,6.3,54.08
2024-01-14 03:00:00,3,6,1,1,0,0,5.8,71.4,5.2,54.84
2024-01-14 04:00:00,4,6,1,1,0,0,7.6,70.8,3.3,55.91
2024-01-14 05:00:00,5,6,1,1,0,0,6.8,76.8,5.4,52.33
2024-01-14 06:00:00,6,6,1,1,0,0,9.3,73.9,5.6,59.7
2024-01-14 07:00:00,7,6,1,1,0,0,10.1,75.9,7.3,58.67
2024-01-14 08:00:00,8,6,1,1,0,0,12.2,65.0,6.7,56.3
2024-01-14 09:00:00,9,6,1,1,0,0,14.8,65.8,3.4,49.6
2024-01-14 10:00:00,10,6,1,1,0,0,13.8,70.9,12.5,60.31
2024-01-14 11:00:00,11,6,1,1,0,0,20.4,65.0,13.7,48.53
2024-01-14 12:00:00,12,6,1,1,0,0,15.8,72.6,11.4,57.62
2024-01-14 13:00:00,13,6,1,1,0,0,16.1,67.9,15.5,59.67
2024-01-14 14:00:00,14,6,1,1,0,0,20.6,70.5,21.8,57.66
2024-01-14 15:00:00,15,6,1,1,0,0,19.7,65.9,16.2,60.96
2024-01-14 16:00:00,16,6,1,1,0,0,18.8,68.6,18.9,63.5
2024-01-14 17:00:00,17,6,1,1,0,0,17.7,63.8,18.2,55.17
2024-01-14 18:00:00,18,6,1,1,0,0,15.2,66.9,20.2,58.75
2024-01-14 19:00:00,19,6,1,1,0,0,12.1,72.7,4.1,58.89
2024-01-14 20:00:00,20,6,1,1,0,0,12.1,75.5,6.8,53.71
2024-01-14 21:00:00,21,6,1,1,0,0,9.1,74.0,7.4,59.36
2024-01-14 22:00:00,22,6,1,1,0,0,10.5,69.8,3.9,56.48
2024-01-14 23:00:00,23,6,1,1,0,0,7.1,78.0,4.7,56.33
2024-01-15 00:00:00,0,0,1,0,0,0,4.9,65.3,11.8,65.16
2024-01-15 01:00:00,1,0,1,0,0,0,5.1,68.2,10.2,53.73
